c205

capacity,speed
700,10

happen_time,style,ind,osmid,XCoord,YCoord,demand,ready_time,due_time,service_time
0,static,0,5227240334,745154,2543668,0,0,1000000,0
0,static,66,2164963954,748284,2546530,30,1380,7909,30
0,static,43,5227126984,750565,2540927,30,1396,7506,30
0,static,62,5227757770,748657,2550167,40,1506,6433,30
0,static,72,2540571645,749755,2550599,30,1521,7968,30
0,static,7,6031305201,742693,2537283,30,1583,7472,30
0,static,64,8866550485,751467,2548920,40,1596,5304,30
0,static,16,7794228319,740936,2539035,20,1617,6764,30
0,static,6,7794250813,740210,2539565,30,1631,4197,30
0,static,52,5227126965,751570,2540672,30,1676,6558,30
0,static,46,5227314504,750783,2537534,30,1759,8090,30
0,static,5,6027363693,742736,2536271,30,1775,6233,30
0,static,51,5227316931,751605,2538396,30,1802,6406,30
0,static,13,6027523817,741760,2535493,20,1807,7281,30
0,static,60,6342573117,751295,2546660,40,1839,9615,30
0,static,30,6027423850,743025,2536635,10,1840,6985,30
0,static,21,6027531943,741056,2536732,20,1844,6247,30
0,static,42,2180774984,752835,2539939,30,1855,4729,30
0,static,8,6027477018,741833,2536967,30,1856,8906,30
0,static,44,5227300601,752849,2536969,30,1877,8740,30
0,static,31,6027546981,743134,2537088,10,1943,8139,30
0,static,48,4631931974,754725,2539900,30,1943,6888,30
0,static,33,7794228253,740961,2538563,10,1969,6756,30
0,static,61,8599537376,754141,2550595,40,1992,7509,30
0,static,11,6027513969,740213,2536562,20,2009,6261,30
0,static,71,8463840701,747876,2549389,30,2012,7355,30
0,static,88,5153671684,737350,2547162,40,2017,8124,30
0,static,47,8067187157,750931,2539640,30,2027,5887,30
0,static,79,9197206745,753317,2548156,20,2031,5357,30
0,static,32,8523503754,742329,2537840,10,2049,7268,30
0,static,29,6027483075,739508,2537283,10,2052,8616,30
0,static,22,6217750297,741294,2539911,20,2058,9591,30
0,static,73,8564109961,752926,2551280,30,2062,5510,30
0,static,3,7794227688,741682,2538570,30,2066,6802,30
0,static,35,6431666781,742357,2538457,10,2067,6962,30
0,static,74,9197206808,752795,2547504,30,2086,7165,30
0,static,59,8866546559,750661,2545995,40,2093,6704,30
0,static,63,8866550464,750490,2549381,40,2094,6534,30
0,static,57,2180774943,752020,2539672,30,2116,5514,30
0,static,27,6027469095,739344,2536673,10,2133,7603,30
0,static,28,6027483192,740132,2537129,10,2142,6542,30
0,static,37,8585695784,754722,2538071,40,2149,8630,30
0,static,14,7793683656,740858,2538173,20,2153,6464,30
0,static,100,9459546289,734198,2547685,10,2174,7843,30
0,static,20,6944227983,741647,2537763,20,2198,5046,30
0,static,38,8257685704,755114,2539188,40,2248,7541,30
0,static,70,5223312908,752242,2545589,30,2271,5757,30
0,static,34,8259425351,739917,2534541,10,2306,6213,30
0,static,89,9081568076,735781,2547444,40,2308,7348,30
0,static,65,8866545987,750327,2547013,40,2312,6906,30
0,static,50,4305888153,754608,2540749,30,2315,8822,30
0,static,53,8690527130,753637,2540220,30,2315,7339,30
0,static,69,8911904543,751187,2550194,30,2325,8587,30
0,static,67,8939458986,754234,2548099,30,2357,4701,30
0,static,12,6027469515,739150,2536974,20,2359,5533,30
0,static,1,6027491213,739555,2536081,30,2371,6426,30
0,static,58,5227300564,751082,2536694,10,2372,6324,30
0,static,77,8567221292,750264,2551543,30,2378,6622,30
0,static,96,9269306662,736710,2547656,30,2393,8371,30
0,static,91,5500310751,736245,2549464,40,2414,5183,30
0,static,4,6027489392,740533,2535716,30,2421,5702,30
0,static,49,8519394809,753576,2538377,30,2434,7509,30
0,static,83,9229510779,735316,2546570,40,2450,7155,30
0,static,94,7353050921,734845,2548315,40,2460,6707,30
0,static,36,8519394712,754542,2536842,40,2489,6993,30
0,static,85,5261440138,733438,2550447,40,2524,7596,30
0,static,15,6027503424,737435,2536926,20,2545,6850,30
0,static,90,5261426260,731578,2550026,40,2569,7560,30
0,static,81,8531514967,735238,2550550,40,2584,7893,30
0,static,26,8296115656,738200,2536686,10,2597,7616,30
0,static,92,7100564229,730755,2549623,40,2612,7385,30
0,static,56,5220718855,756202,2536822,30,2618,9571,30
0,static,9,8227065319,738287,2535529,30,2687,7145,30
0,static,86,9161989706,734000,2546888,40,2748,7088,30
0,static,97,7165310027,733271,2551258,30,2760,7764,30
0,static,75,9441316323,751708,2552503,30,2763,10433,30
0,static,99,7087379207,732744,2549808,10,2771,8323,30
0,static,98,4638394770,734565,2551195,20,2789,8264,30
0,static,39,8519394496,755525,2536103,30,2801,7627,30
0,static,84,4548198404,731793,2549149,40,2876,7968,30
0,static,82,4427670176,734948,2549260,40,2993,8569,30
0,static,93,7087285169,733592,2548799,40,3058,5740,30
0,static,87,1184980952,732167,2550862,40,3106,8161,30
66,remove,87,1184980952,732167,2550862,40,3106,8161,30
152,remove,3,7794227688,741682,2538570,30,2066,6802,30
219,add,55,4305799308,750236,2539193,30,1985,6729,30
220,remove,57,2180774943,752020,2539672,30,2116,5514,30
362,remove,66,2164963954,748284,2546530,30,1380,7909,30
510,remove,93,7087285169,733592,2548799,40,3058,5740,30
511,remove,14,7793683656,740858,2538173,20,2153,6464,30
634,remove,27,6027469095,739344,2536673,10,2133,7603,30
637,add,76,8563305756,753128,2549205,30,1956,5877,30
661,add,80,8890805290,752020,2551695,10,2287,7207,30
799,remove,72,2540571645,749755,2550599,30,1521,7968,30
934,remove,59,8866546559,750661,2545995,40,2093,6704,30
951,remove,48,4631931974,754725,2539900,30,1943,6888,30
1122,remove,60,6342573117,751295,2546660,40,1839,9615,30
1400,add,19,8259399990,740305,2534841,20,2258,5826,30
1578,add,2,6027531263,740321,2537462,30,1749,6521,30
1783,remove,38,8257685704,755114,2539188,40,2248,7541,30
1862,add,18,4826055770,742672,2538133,20,1411,5312,30
2050,add,40,5227314436,752775,2538059,30,2453,6007,30
2329,add,78,6342572898,749232,2548177,30,1942,4608,30
2425,add,23,6027480861,739501,2537755,20,2236,4709,30
2560,add,24,8519480200,743490,2536546,20,1934,4918,30
2618,add,25,6239134810,739276,2538816,20,1869,7507,30
2700,add,45,5227316999,749499,2537750,30,1617,7058,30
2796,add,17,6029916909,739540,2534561,20,2653,6461,30
3204,add,68,9177437960,754938,2549378,30,2183,5491,30
3790,add,10,6027529338,741127,2534862,30,2559,5498,30
4195,add,41,4614013191,753491,2539240,30,2348,4908,30
4464,add,54,8519391573,753800,2536308,30,2249,9511,30
4823,add,95,5261456442,735867,2548300,40,2463,8356,30
