r203

capacity,speed
1000,10

happen_time,style,ind,osmid,XCoord,YCoord,demand,ready_time,due_time,service_time
0,static,0,5227240334,745154,2543668,0,0,1000000,0
0,static,6,8592177800,743993,2541998,21,361,3555,30
0,static,4,8321089072,745112,2546291,22,415,1925,30
0,static,45,7149130833,744081,2546200,17,437,1610,30
0,static,35,8532627232,748701,2543127,26,460,4858,30
0,static,79,5734867876,744388,2546210,38,466,1792,30
0,static,100,5064795126,745820,2541338,31,497,4146,30
0,static,92,8282274569,745327,2539942,30,525,1696,30
0,static,46,5314989563,742497,2543504,23,546,1970,30
0,static,89,4339078648,743280,2546895,15,552,4525,30
0,static,8,5227140258,746763,2540401,28,607,3431,30
0,static,36,4084845841,749490,2546908,18,621,2861,30
0,static,32,2956329618,744205,2538646,33,682,3748,30
0,static,77,8532646147,749316,2544237,33,714,3048,30
0,static,7,4338139028,743577,2548776,37,720,3149,30
0,static,88,5229634971,742775,2547044,9,722,3023,30
0,static,51,8367321921,743479,2539572,26,730,2803,30
0,static,80,8571882846,740088,2545739,6,750,3832,30
0,static,24,4548064986,746136,2538802,6,767,2802,30
0,static,76,5227328373,746175,2538362,19,779,2336,30
0,static,43,8602388512,746951,2538805,2,811,3599,30
0,static,90,4084693434,738879,2543145,23,837,1950,30
0,static,33,5372451604,743021,2539117,32,846,1997,30
0,static,69,2129496554,743440,2538172,26,848,3231,30
0,static,78,8393908617,743422,2538133,13,859,2171,30
0,static,11,5814541387,749498,2550248,32,869,2325,30
0,static,1,9350629645,739863,2546342,10,877,2520,30
0,static,67,8354359378,742742,2538700,19,891,4611,30
0,static,91,8866545910,751095,2546698,28,971,3517,30
0,static,41,5229674725,740640,2546353,24,974,4889,30
0,static,57,6031304269,742674,2537090,9,1003,2207,30
0,static,12,8517653039,747557,2537562,4,1016,3472,30
0,static,71,7794228323,740820,2539008,7,1022,2184,30
0,static,97,1181562644,738029,2541208,19,1034,3225,30
0,static,28,6027555185,742792,2537356,11,1055,4942,30
0,static,29,5958994999,738892,2540480,0,1056,3462,30
0,static,84,2702871408,738204,2545946,1,1077,2172,30
0,static,85,1181562717,737369,2541671,36,1079,3062,30
0,static,47,6027538309,740675,2536940,38,1140,3090,30
0,static,66,4577443860,743148,2550682,5,1175,3347,30
0,static,15,9520654818,736738,2546528,17,1176,3176,30
0,static,83,3018565795,736805,2544127,11,1180,3945,30
0,static,34,1183335460,737201,2538707,27,1287,3443,30
0,static,3,8599537431,753986,2550762,27,1319,3690,30
0,static,39,4380457393,754991,2544193,16,1320,3785,30
0,static,65,4950030163,754661,2541705,2,1335,3524,30
0,static,58,4581552692,745176,2550425,16,1338,4097,30
0,static,23,5488876180,735490,2543733,20,1345,3136,30
0,static,81,4638394101,739300,2550480,11,1364,3723,30
0,static,62,5223312002,750275,2553358,32,1372,4547,30
0,static,30,9106714831,735903,2546426,0,1398,3295,30
0,static,95,2117269424,733323,2544007,38,1445,4161,30
0,static,17,9109706429,733010,2543342,33,1449,2709,30
0,static,60,6173467427,732928,2540665,4,1468,3018,30
0,static,63,5261456293,736341,2547359,19,1499,3368,30
0,static,86,5076687641,732858,2543083,22,1499,2596,30
0,static,52,9571938515,745069,2553677,0,1506,3921,30
0,static,10,5224426201,744839,2553601,19,1522,3352,30
