c103

capacity,speed
200,10

happen_time,style,ind,osmid,XCoord,YCoord,demand,ready_time,due_time,service_time
0,static,0,5227240334,745154,2543668,0,0,1000000,0
0,static,95,5227095588,749697,2540157,30,794,1485,30
0,static,92,2353405929,749819,2540060,30,848,1798,30
0,static,86,1183335389,739910,2541108,30,917,1663,30
0,static,99,5227300455,750981,2539332,10,928,2120,30
0,static,56,6027524696,745276,2536326,30,938,2120,30
0,static,84,3726546998,738991,2541945,30,956,1408,30
0,static,93,8067187155,750205,2539418,30,1020,2486,30
0,static,87,1183425902,737685,2541461,20,1035,2331,30
0,static,61,6027402828,742832,2536586,20,1054,1545,30
0,static,60,5227345253,745390,2537450,20,1055,1464,30
0,static,88,5958995098,738775,2541724,20,1082,2071,30
0,static,15,4637571471,744264,2550709,20,1107,1525,30
0,static,57,6193838284,743179,2536190,30,1130,1684,30
0,static,98,5227314460,751031,2537124,10,1167,1613,30
0,static,47,6027480871,739296,2536900,30,1189,1899,30
0,static,62,8296754988,744125,2535970,20,1192,1840,30
0,static,51,6027490570,739600,2537320,20,1208,2734,30
0,static,16,9526153005,745246,2550701,20,1224,2546,30
0,static,70,6183603799,753832,2544114,20,1240,1642,30
0,static,66,3016661829,754741,2542573,30,1257,1697,30
0,static,78,8563876356,754563,2548949,20,1283,1757,30
0,static,81,9384924459,753877,2549787,20,1291,2496,30
0,static,23,4658829427,745267,2551573,10,1295,1757,30
0,static,40,9331509992,736539,2548085,30,1296,1770,30
0,static,20,2610880889,745229,2551811,20,1307,1663,30
0,static,69,4380457284,755400,2543444,20,1307,1756,30
0,static,25,8050995733,744489,2551198,10,1318,1749,30
0,static,100,8519394866,752374,2536819,10,1325,1748,30
0,static,72,2353405906,755095,2542630,10,1334,1769,30
0,static,26,2610845544,745439,2549663,10,1340,1741,30
0,static,10,4910265355,733800,2543485,10,1346,1992,30
0,static,27,4649761718,745273,2551184,10,1350,1759,30
0,static,74,8599512315,754058,2550445,30,1356,2022,30
0,static,41,9229510792,735635,2547411,30,1372,2299,30
0,static,22,4665637516,744925,2551862,10,1381,1845,30
0,static,11,1994612858,733381,2544366,10,1391,2140,30
0,static,68,8485795120,755601,2542666,30,1396,2518,30
0,static,46,9097015896,736106,2547250,10,1401,1809,30
0,static,96,5227300647,752909,2536995,30,1417,1842,30
0,static,44,5261456293,736341,2547359,20,1428,2340,30
0,static,80,9177438022,755197,2548993,20,1432,1860,30
0,static,73,8507401057,755219,2542629,10,1450,2268,30
0,static,18,2610862535,745891,2550338,20,1452,1933,30
0,static,79,8435070909,755412,2550407,20,1463,2243,30
0,static,82,8599537435,753909,2550674,20,1476,2172,30
0,static,71,4380457244,755791,2542877,20,1481,3086,30
0,static,48,8512850629,737224,2536809,30,1484,2451,30
0,static,43,6359740158,734976,2546784,20,1492,2315,30
0,static,49,8512824405,737109,2536767,30,1501,2870,30
0,static,12,4236956015,733167,2544137,10,1512,2624,30
0,static,14,9287588088,733259,2543644,10,1520,1884,30
0,static,4,1683689650,733273,2542973,10,1535,2489,30
0,static,1,8540402194,733289,2543642,30,1545,1920,30
0,static,52,7098703631,737651,2535856,20,1547,2339,30
0,static,50,8512850622,737064,2536885,30,1570,2880,30
0,static,13,2117205734,732570,2543341,10,1578,2026,30
0,static,38,9121834952,736234,2547391,30,1598,2725,30
0,static,42,7572060240,733834,2547097,20,1600,2108,30
0,static,7,2117205705,733221,2544174,10,1606,2395,30
0,static,2,4554043819,733245,2544480,30,1613,2509,30
0,static,5,4236947446,732738,2543847,10,1632,2074,30
0,static,9,4543289954,733079,2544386,10,1670,2589,30
0,static,65,6183339830,756976,2544135,30,1680,2117,30
0,static,3,8219717699,732145,2543059,30,1715,2970,30
0,static,34,7054220009,756666,2538542,20,1990,2458,30
0,static,30,8582865683,758011,2538489,30,2095,2655,30
0,static,33,5759200532,758666,2537051,20,2182,3222,30
