r102

capacity,speed
200,10

happen_time,style,ind,osmid,XCoord,YCoord,demand,ready_time,due_time,service_time
0,static,0,5227240334,745154,2543668,0,0,1000000,0
0,static,83,5734866605,743875,2546406,35,456,931,30
0,static,33,3045100638,742757,2543607,37,490,885,30
0,static,75,7234515624,745864,2547026,20,516,834,30
0,static,47,8129357486,748009,2540638,9,547,986,30
0,static,51,710899815,741347,2545008,1,634,1376,30
0,static,91,5227801227,745432,2548417,19,691,1574,30
0,static,61,8278617489,740625,2543196,27,695,1183,30
0,static,56,9195216259,746888,2548944,22,737,1964,30
0,static,44,9474251073,746505,2549233,17,739,1317,30
0,static,21,5958994668,741858,2539949,19,744,1831,30
0,static,90,5958995080,742873,2538762,3,752,1189,30
0,static,4,8393908623,743448,2538096,36,781,1644,30
0,static,95,8067231600,749056,2538890,11,795,1159,30
0,static,45,7956247644,741876,2540477,27,806,1457,30
0,static,38,1995745216,739323,2544224,4,818,1300,30
0,static,43,1183403239,739697,2541665,9,829,1284,30
0,static,86,5229672214,740723,2546489,7,849,1158,30
0,static,30,4823434124,745198,2536501,19,890,1216,30
0,static,81,8129274965,745601,2538035,29,906,2028,30
0,static,16,8230215551,739417,2540182,39,967,1361,30
0,static,59,9414613886,740320,2546668,14,967,1389,30
0,static,7,1181523922,738050,2542154,21,980,1676,30
0,static,99,8866506302,752286,2546911,31,989,1405,30
0,static,67,8425558919,740061,2548694,24,1004,1476,30
0,static,40,6027464184,742171,2536532,11,1021,1690,30
0,static,52,8866545946,750878,2546765,20,1040,1450,30
0,static,55,3018626021,736424,2544178,22,1040,1345,30
0,static,2,6031305189,742696,2537247,6,1045,1366,30
0,static,79,1183426151,736682,2542250,0,1059,1540,30
0,static,57,5267582566,742812,2550143,12,1091,1441,30
0,static,32,6027477180,741974,2537095,18,1092,1541,30
0,static,94,4411762396,742527,2551775,16,1170,2204,30
0,static,10,8427264867,741274,2536302,10,1193,1691,30
0,static,78,8257275403,736059,2542541,4,1235,2020,30
0,static,18,9176010684,751126,2551745,12,1248,2082,30
0,static,13,1181562537,737058,2541405,2,1252,1745,30
0,static,42,3018565326,737165,2544115,25,1299,1721,30
0,static,85,5221619121,744306,2549490,7,1321,1873,30
0,static,74,6359719484,734779,2545710,27,1340,1803,30
0,static,31,9384924469,753983,2549850,31,1393,2866,30
0,static,5,4450420882,746485,2552212,22,1418,1953,30
0,static,50,5223314097,755736,2549918,15,1425,2000,30
0,static,53,8599537378,754239,2550650,12,1437,2179,30
0,static,77,4305888186,754699,2540859,19,1470,2171,30
0,static,48,6364910334,733911,2543452,14,1471,1865,30
0,static,66,8353950091,755284,2550691,24,1518,1866,30
0,static,46,8519394516,754942,2536231,17,1525,1912,30
0,static,14,9109706385,733268,2543524,7,1530,2125,30
0,static,3,6168980097,755488,2550989,20,1531,2078,30
0,static,100,6027489893,738749,2534002,11,1578,2538,30
0,static,41,8266353794,756348,2547778,13,1635,2256,30
0,static,69,4459104978,735037,2550688,5,1641,2684,30
0,static,80,4638394571,735319,2550210,24,1665,2091,30
0,static,63,1184982467,733814,2548830,7,1674,2230,30
0,static,92,8775856852,731565,2542357,31,1734,2480,30
0,static,98,7087379209,732752,2549750,25,1814,2116,30
0,static,84,6364243128,733812,2543326,17,1842,2177,30
0,static,72,8566987793,758450,2535357,25,2380,2906,30
8,remove,4,8393908623,743448,2538096,36,781,1644,30
19,remove,33,3045100638,742757,2543607,37,490,885,30
33,add,97,7794254097,740243,2539399,24,844,1401,30
46,remove,41,8266353794,756348,2547778,13,1635,2256,30
52,add,17,8440321948,758305,2543116,11,1702,2734,30
55,remove,63,1184982467,733814,2548830,7,1674,2230,30
63,add,76,1995744943,741377,2543557,0,481,1114,30
71,remove,30,4823434124,745198,2536501,19,890,1216,30
82,add,27,5232263535,750888,2535868,16,1467,1852,30
117,remove,78,8257275403,736059,2542541,4,1235,2020,30
161,add,8,710900006,741164,2545287,26,704,1387,30
166,remove,50,5223314097,755736,2549918,15,1425,2000,30
172,remove,51,710899815,741347,2545008,1,634,1376,30
189,add,49,9269242179,736697,2547529,23,1366,1900,30
194,add,25,7149130876,744738,2546214,29,403,710,30
194,remove,91,5227801227,745432,2548417,19,691,1574,30
196,remove,31,9384924469,753983,2549850,31,1393,2866,30
200,add,23,8489095227,734225,2540410,16,1588,1960,30
216,add,28,5227306290,753005,2537122,24,1452,2198,30
216,add,88,6391809887,730614,2550064,23,2239,2823,30
228,add,22,8366548640,742195,2545067,25,545,1166,30
236,add,26,9177508236,751722,2550469,17,1317,1648,30
240,add,34,8236330887,742627,2543388,9,458,1232,30
242,add,36,1183403264,741265,2542803,38,677,1725,30
242,remove,43,1183403239,739697,2541665,9,829,1284,30
250,remove,18,9176010684,751126,2551745,12,1248,2082,30
262,remove,16,8230215551,739417,2540182,39,967,1361,30
262,add,12,4305882282,753193,2540135,30,1223,1937,30
272,add,62,8614172917,741898,2549820,29,1321,1626,30
283,add,35,4340807494,741095,2548336,29,831,1238,30
312,remove,94,4411762396,742527,2551775,16,1170,2204,30
320,remove,92,8775856852,731565,2542357,31,1734,2480,30
332,add,60,3016661812,754894,2541815,10,1436,2778,30
336,add,6,2863495983,748905,2550281,17,1024,2083,30
337,add,65,4343559297,742343,2546532,31,630,1194,30
341,add,39,8193338905,741051,2537196,38,985,1886,30
357,add,68,9131730709,741769,2540005,29,727,1535,30
360,add,9,4544908603,734623,2544725,26,1285,1993,30
400,add,24,7793680538,740739,2537996,5,937,1655,30
407,add,29,2180775004,753750,2540014,23,1233,1737,30
419,add,1,5227095525,749606,2541387,30,800,1575,30
421,add,19,3121669335,746279,2550794,39,1455,2328,30
431,add,96,8257685657,754810,2539318,23,1521,2512,30
461,add,73,5227095533,750576,2540785,29,836,1301,30
463,remove,56,9195216259,746888,2548944,22,737,1964,30
494,remove,67,8425558919,740061,2548694,24,1004,1476,30
509,remove,74,6359719484,734779,2545710,27,1340,1803,30
511,add,15,5229674815,740660,2548041,33,874,1263,30
511,add,11,5227116259,750873,2541451,14,945,1497,30
516,add,70,4596423545,745254,2552455,17,1308,1675,30
524,add,71,1183426488,736189,2542424,27,1127,1641,30
530,add,89,5227300559,751022,2536937,29,1299,1668,30
542,remove,55,3018626021,736424,2544178,22,1040,1345,30
548,remove,98,7087379209,732752,2549750,25,1814,2116,30
568,add,87,8939458986,754234,2548099,21,1459,2537,30
578,add,58,8589230803,760477,2537265,35,2435,3364,30
586,add,93,8564126433,751532,2544629,0,1713,2306,30
602,remove,95,8067231600,749056,2538890,11,795,1159,30
602,remove,48,6364910334,733911,2543452,14,1471,1865,30
658,add,64,8239661590,741581,2536195,13,1175,1911,30
685,remove,14,9109706385,733268,2543524,7,1530,2125,30
689,remove,80,4638394571,735319,2550210,24,1665,2091,30
769,remove,69,4459104978,735037,2550688,5,1641,2684,30
797,add,37,2610877770,745535,2552496,9,1509,1971,30
799,remove,40,6027464184,742171,2536532,11,1021,1690,30
814,remove,79,1183426151,736682,2542250,0,1059,1540,30
822,add,20,8790030883,735329,2550687,30,1521,2291,30
929,add,82,7087285156,733487,2548746,9,1796,2690,30
954,add,54,5223207884,733562,2542413,23,1767,2749,30
1107,remove,5,4450420882,746485,2552212,22,1418,1953,30
