rc101

capacity,speed
200,10

happen_time,style,ind,osmid,XCoord,YCoord,demand,ready_time,due_time,service_time
0,static,0,5227240334,745154,2543668,0,0,1000000,0
0,static,95,9387179935,743744,2542798,9,392,785,30
0,static,63,3976436930,744569,2546645,13,454,1279,30
0,static,50,8278617436,740825,2542604,24,657,1444,30
0,static,84,3768977470,748194,2546025,23,676,1539,30
0,static,97,1183350739,740140,2541042,39,709,1176,30
0,static,99,8575466362,741733,2542126,19,758,1277,30
0,static,29,6342573045,750413,2548197,12,814,2001,30
0,static,87,6376552326,749774,2546358,27,847,1200,30
0,static,91,5227105692,751531,2543324,21,854,1290,30
0,static,93,7793683591,740767,2538897,11,854,1166,30
0,static,49,8067231624,749014,2539178,36,867,1819,30
0,static,74,4343559283,741993,2546482,39,889,1946,30
0,static,34,2353396921,750049,2547846,19,966,1973,30
0,static,72,5229674761,741090,2547367,22,1006,1946,30
0,static,53,3359320369,741684,2538941,19,1013,1664,30
0,static,33,8866556110,751037,2549858,27,1026,1740,30
0,static,41,5759258410,739496,2541377,24,1042,1438,30
0,static,6,6027531263,740321,2537462,18,1049,1792,30
0,static,8,6027537485,741068,2536964,28,1049,1765,30
0,static,7,8519484963,740672,2537081,6,1050,1519,30
0,static,26,6342573023,750752,2549168,26,1052,1613,30
0,static,13,6027537378,741053,2536963,23,1069,2109,30
0,static,70,8567937766,751943,2546499,11,1073,1727,30
0,static,11,6027549764,740337,2537740,30,1097,1694,30
0,static,19,8283846702,741130,2536717,4,1123,1593,30
0,static,18,6027483191,740123,2537186,39,1124,1923,30
0,static,73,6027436827,743308,2536788,26,1156,1969,30
0,static,30,2540604036,750913,2548995,36,1159,1464,30
0,static,20,8421731430,739283,2537183,39,1178,1670,30
0,static,56,9419872653,738007,2548315,7,1221,1568,30
0,static,44,4637524864,744495,2550987,24,1228,1536,30
0,static,42,5223312908,752242,2545589,30,1244,1843,30
0,static,28,9177508238,751868,2550398,37,1246,2246,30
0,static,1,6027483005,740112,2537250,38,1253,2016,30
0,static,27,9177508233,752035,2550573,28,1258,2067,30
0,static,3,7431848064,741237,2536274,37,1262,1957,30
