r101

capacity,speed
200,10

happen_time,style,ind,osmid,XCoord,YCoord,demand,ready_time,due_time,service_time
0,static,0,5227240334,745154,2543668,0,0,1000000,0
0,static,56,8592177789,743738,2542373,9,316,661,30
0,static,80,5227262170,742696,2540889,9,502,1411,30
0,static,40,3768632433,748859,2541643,23,557,860,30
0,static,18,4305993456,741976,2542853,9,596,1039,30
0,static,43,8129357511,747839,2540935,13,606,1055,30
0,static,70,5227140252,746691,2541073,39,625,951,30
0,static,95,710900166,741438,2545395,28,707,1345,30
0,static,41,1183403055,741288,2542996,14,719,1403,30
0,static,96,2956313755,745092,2538693,39,756,1175,30
0,static,28,9195216255,746748,2549137,19,763,1394,30
0,static,92,5229723470,742964,2548244,21,796,1797,30
0,static,15,8067231587,749174,2539779,13,812,1658,30
0,static,87,1995745350,739655,2546001,23,813,1504,30
0,static,20,7794254085,740260,2539315,30,840,1522,30
0,static,46,627275680,747059,2549814,1,871,1555,30
0,static,34,5227317281,746464,2537846,19,883,1681,30
0,static,77,7153097278,738490,2542524,37,884,1298,30
0,static,10,2098770337,740286,2542503,16,897,1680,30
0,static,82,8523560228,742365,2537452,28,929,1234,30
0,static,7,2956085345,750055,2539133,17,930,1369,30
0,static,9,5315933053,747381,2549795,4,950,1783,30
0,static,94,5369742590,744233,2537669,17,956,1316,30
0,static,5,4299327725,748002,2538586,22,958,1343,30
0,static,14,8329283503,739423,2543196,24,967,1297,30
0,static,89,8517653039,747557,2537562,8,969,1508,30
0,static,12,5227733508,748478,2549856,26,974,1527,30
0,static,86,8582401671,751126,2540585,8,982,1532,30
0,static,36,7793680491,740870,2538528,23,991,1579,30
0,static,38,4547642532,740448,2539108,8,994,1406,30
0,static,74,6027546359,742313,2537122,26,1000,1512,30
0,static,85,5227298707,749547,2537098,27,1010,1835,30
0,static,53,7793683629,740641,2538609,5,1013,1389,30
0,static,32,1223146033,738220,2542941,28,1030,1431,30
0,static,13,6031305201,742693,2537283,2,1036,1379,30
0,static,2,9350028811,739956,2546683,11,1037,1776,30
0,static,84,5227783386,749111,2550103,37,1037,1455,30
0,static,29,5227328724,745020,2537056,14,1052,1653,30
