rc104

capacity,speed
200,10

happen_time,style,ind,osmid,XCoord,YCoord,demand,ready_time,due_time,service_time
0,static,0,5227240334,745154,2543668,0,0,1000000,0
0,static,91,8315085032,742399,2542075,25,567,1262,30
0,static,99,3768632589,748736,2541931,11,593,1255,30
0,static,86,8367267882,742997,2539153,31,707,1200,30
0,static,50,8280433658,740579,2539987,12,776,1093,30
0,static,52,8589504001,743186,2540091,25,852,1813,30
0,static,76,4083275054,738775,2542745,11,927,2075,30
0,static,41,5227345241,745616,2537373,25,944,1577,30
0,static,37,8557419793,741117,2539979,3,980,1981,30
0,static,69,1183403455,740450,2542222,38,988,1308,30
0,static,100,4305774149,748709,2538828,15,1001,1665,30
0,static,80,8530741462,753424,2544222,2,1007,1557,30
0,static,87,7794227702,741680,2538477,25,1020,1349,30
0,static,55,4463639779,739078,2545599,35,1030,1703,30
0,static,13,6027507550,739861,2537342,9,1076,1938,30
0,static,94,6027464122,742024,2536130,36,1082,1722,30
0,static,2,6027451963,740655,2537079,31,1090,1548,30
0,static,3,7431848064,741237,2536274,28,1097,1503,30
0,static,49,8512657610,742220,2536786,10,1105,1575,30
0,static,6,6027421746,739237,2537119,10,1120,1447,30
0,static,44,8589133932,744644,2537094,27,1120,1769,30
0,static,1,6027483126,740047,2537213,29,1156,1781,30
0,static,15,6027530814,740686,2536699,28,1211,1530,30
0,static,29,5227300345,752942,2537486,6,1241,1572,30
0,static,88,4668248556,745319,2550279,29,1268,1654,30
0,static,9,8256951103,739541,2537297,10,1272,2135,30
0,static,98,3221340587,743939,2550228,29,1284,1691,30
0,static,81,8259399990,740305,2534841,12,1291,2041,30
0,static,11,6027483188,740129,2537148,23,1311,1695,30
0,static,18,8519394868,752400,2536407,4,1313,1705,30
0,static,43,9269242180,736693,2547529,5,1327,2040,30
0,static,4,6027483082,739282,2537394,36,1381,2166,30
0,static,56,4004988691,735074,2541664,5,1401,2105,30
0,static,20,5227300657,752953,2536744,33,1439,2578,30
0,static,22,5227300647,752909,2536995,10,1498,2182,30
0,static,75,3529382097,732048,2543723,24,1534,2441,30
0,static,33,8519394588,755028,2537145,8,1545,1995,30
