c204

capacity,speed
700,10

happen_time,style,ind,osmid,XCoord,YCoord,demand,ready_time,due_time,service_time
0,static,0,5227240334,745154,2543668,0,0,1000000,0
0,static,59,7794250820,740339,2539529,40,1421,5618,30
0,static,75,6217750297,741294,2539911,30,1517,6008,30
0,static,24,8567937763,751936,2546505,40,1705,5709,30
0,static,45,8866546563,750577,2546251,20,1775,6510,30
0,static,60,8519485073,741596,2537258,40,1778,6271,30
0,static,57,4084845844,749522,2546936,10,1787,8673,30
0,static,67,6027483031,740155,2536942,40,1825,6675,30
0,static,58,8563969320,753276,2548081,10,1832,5534,30
0,static,31,8866555947,750785,2549854,20,1867,7045,30
0,static,36,5227149204,746764,2547867,20,1877,6816,30
0,static,46,8532646185,750151,2544230,20,1891,7096,30
0,static,91,2180774954,752091,2539695,40,1925,4842,30
0,static,71,6027463573,742253,2536371,30,1933,6490,30
0,static,25,5814541402,749433,2550152,40,1959,9951,30
0,static,34,2540571745,751084,2545454,20,1981,5808,30
0,static,38,8435084518,755637,2550533,20,1983,7648,30
0,static,35,8395708338,747163,2548620,20,2012,6003,30
0,static,6,5064760793,736924,2548656,40,2024,5359,30
0,static,56,8567221409,749551,2551076,10,2048,6784,30
0,static,63,6027468410,739322,2536670,40,2054,7429,30
0,static,86,5227314437,752712,2537991,40,2062,6143,30
0,static,90,5227314467,751363,2537534,40,2068,5233,30
0,static,69,1231198338,742019,2538238,30,2083,6550,30
0,static,100,5227300342,750500,2537813,10,2091,7057,30
0,static,52,8866550471,751396,2548990,10,2095,7338,30
0,static,85,8519394777,754285,2536951,40,2117,5886,30
0,static,98,4625230616,754848,2538710,20,2133,4996,30
0,static,10,9459546315,734196,2547735,40,2186,8441,30
0,static,21,9249543603,735200,2547872,10,2220,8498,30
0,static,23,4638394722,736088,2550606,10,2221,9737,30
0,static,96,8519391530,754761,2537595,30,2226,6543,30
0,static,70,6027480723,740205,2535083,30,2233,6656,30
0,static,78,8509652053,742582,2537495,20,2237,8350,30
0,static,65,6027421548,739988,2535924,40,2242,6227,30
0,static,28,8599537372,754226,2550673,30,2278,5060,30
0,static,92,8519394511,755390,2535908,40,2283,6145,30
0,static,49,8563305783,755330,2548034,20,2303,6463,30
0,static,82,4631931939,753543,2539663,40,2314,6599,30
0,static,64,6027438159,741791,2535667,40,2316,8290,30
0,static,7,9555558768,737240,2550628,40,2323,7282,30
0,static,93,8519394467,755502,2536974,40,2388,5492,30
