c102

capacity,speed
200,10

happen_time,style,ind,osmid,XCoord,YCoord,demand,ready_time,due_time,service_time
0,static,0,5227240334,745154,2543668,0,0,1000000,0
0,static,2,8067231599,749538,2539801,20,765,1761,30
0,static,10,8067187178,749997,2539663,10,856,2261,30
0,static,12,8067231614,749049,2538965,10,868,2091,30
0,static,7,4305890688,749083,2538938,20,920,2012,30
0,static,80,5958994602,738783,2541388,20,977,2347,30
0,static,9,5227316959,749942,2537587,10,981,2074,30
0,static,38,8410399284,743362,2536088,20,1028,1468,30
0,static,40,8296754988,744125,2535970,20,1034,1882,30
0,static,77,5958995016,739028,2541857,30,1040,1528,30
0,static,39,6193838284,743179,2536190,20,1049,1496,30
0,static,11,5227292370,750033,2536656,10,1096,1562,30
0,static,76,6174364892,739095,2542199,30,1099,1694,30
0,static,44,6027363910,743915,2536586,20,1108,1921,30
0,static,5,5227300565,750985,2536704,20,1111,2080,30
0,static,75,1181562564,738062,2540863,30,1145,1907,30
0,static,56,6183603792,753504,2544055,30,1150,1594,30
0,static,36,6027471357,739253,2537150,10,1153,1521,30
0,static,63,2353405954,754190,2542260,20,1156,1625,30
0,static,29,6027469094,739332,2536757,30,1172,1941,30
0,static,69,8563305752,753111,2549143,30,1202,2102,30
0,static,99,1332071858,744855,2550977,20,1208,2439,30
0,static,28,8219776903,737743,2538085,30,1209,1945,30
0,static,78,1181562537,737058,2541405,20,1260,2171,30
0,static,6,5227306292,753063,2537616,20,1261,1927,30
0,static,61,3016661831,754657,2542716,20,1272,2286,30
0,static,100,2540492913,745067,2550529,20,1283,2294,30
0,static,1,5227300591,752494,2536953,20,1293,2310,30
0,static,93,3114335855,744652,2550516,30,1311,2540,30
0,static,4,5227300657,752953,2536744,20,1338,2089,30
0,static,33,6027414349,739373,2535591,20,1339,1747,30
0,static,94,2538718072,745281,2550512,20,1340,1748,30
0,static,71,8825468071,754895,2549408,10,1345,1754,30
0,static,70,8599537442,754057,2550712,20,1346,2076,30
