r202

capacity,speed
1000,10

happen_time,style,ind,osmid,XCoord,YCoord,demand,ready_time,due_time,service_time
0,static,0,5227240334,745154,2543668,0,0,1000000,0
0,static,31,5227251144,743725,2542316,8,307,1515,30
0,static,7,4339078961,744857,2546238,9,399,1939,30
0,static,90,2189504445,743284,2546856,25,535,1911,30
0,static,48,5958543922,742142,2540894,18,563,3015,30
0,static,92,5227127963,748011,2541383,18,602,1922,30
0,static,67,4339078915,745641,2547894,23,611,2102,30
0,static,16,4548673900,740521,2544714,6,647,2098,30
0,static,28,8244613061,744146,2539094,14,664,1952,30
0,static,19,4547896498,742544,2540568,16,697,3035,30
0,static,13,4305948452,744055,2539509,16,699,3271,30
0,static,2,710899400,740635,2545510,3,702,3087,30
0,static,84,710899539,740484,2545711,28,702,1776,30
0,static,27,3768977510,750851,2544211,10,761,2589,30
0,static,76,8230247434,740836,2541218,22,816,4320,30
0,static,65,9366521840,739632,2546235,12,842,3074,30
0,static,94,8367267882,742997,2539153,16,844,4345,30
0,static,60,5229674736,740742,2546654,37,845,3514,30
0,static,85,8367267883,743014,2539168,11,854,2704,30
0,static,73,8129276627,745211,2538836,31,863,2447,30
0,static,39,8393955794,743624,2538972,26,866,2266,30
0,static,11,1183403364,740709,2542253,39,877,2226,30
0,static,86,8292817174,743842,2537892,14,902,2449,30
0,static,97,9438441864,748190,2549798,32,908,2332,30
0,static,10,8292817178,743864,2537920,6,922,2277,30
0,static,45,7852451468,742850,2536682,38,954,2934,30
0,static,25,8467112907,749958,2539102,35,962,2054,30
0,static,34,5227317142,748041,2537286,12,986,2950,30
0,static,29,4084631499,738886,2542932,16,987,3841,30
0,static,18,6027546291,743193,2537532,22,994,3688,30
0,static,36,2540619447,751569,2546196,25,1020,2105,30
0,static,44,9480715304,748361,2551213,16,1022,2999,30
0,static,58,8866506285,752317,2547026,15,1053,2530,30
0,static,9,8605798959,751356,2539521,8,1059,2859,30
0,static,4,1223155862,738563,2545258,5,1077,4836,30
0,static,57,6027518564,744981,2535324,15,1087,4482,30
0,static,42,4450420761,743641,2550404,11,1093,4000,30
0,static,26,5227345327,745660,2535491,15,1102,3262,30
0,static,47,8519485091,741094,2537262,0,1108,4678,30
0,static,52,6027535202,741374,2536031,21,1123,2485,30
