rc202

capacity,speed
1000,10

happen_time,style,ind,osmid,XCoord,YCoord,demand,ready_time,due_time,service_time
0,static,0,5227240334,745154,2543668,0,0,1000000,0
0,static,96,9197206630,743162,2543667,0,303,2345,30
0,static,46,5227140357,746827,2545018,39,426,3161,30
0,static,59,4348020299,747295,2544711,9,471,1951,30
0,static,66,7234515585,746093,2546687,13,521,3366,30
0,static,78,5227183414,745730,2547337,14,645,2070,30
0,static,69,5227274453,745483,2540781,27,663,2849,30
0,static,61,5155130541,741670,2540129,39,727,2917,30
0,static,60,6376623894,745032,2539772,19,731,3712,30
0,static,50,8129357480,747662,2541154,33,768,2509,30
0,static,82,8244613030,744394,2538951,23,782,1921,30
0,static,57,2129496522,743658,2538649,39,845,4147,30
0,static,44,8341723037,743330,2539001,14,853,3816,30
0,static,92,4547642496,741792,2539128,30,853,4483,30
0,static,49,5734868415,742523,2548161,34,863,4920,30
0,static,68,8589529717,743350,2540386,36,869,2892,30
0,static,55,1995745288,740205,2545336,20,890,3633,30
0,static,72,8500013280,744934,2538934,29,899,3521,30
0,static,100,9474251069,746790,2549444,15,902,2619,30
0,static,42,2956313819,747129,2538843,16,941,3654,30
0,static,73,6342573153,751915,2547389,28,956,3065,30
0,static,95,5227328418,746380,2538350,26,969,2089,30
0,static,64,7473458076,750257,2541158,34,975,2242,30
0,static,79,6027463520,742133,2536088,25,1039,2953,30
0,static,47,7794227716,741474,2538717,32,1046,2895,30
0,static,31,8283002489,741053,2536926,13,1049,2302,30
0,static,48,4412979671,743009,2550922,28,1062,2168,30
0,static,35,6027483189,740120,2537204,20,1066,2351,30
0,static,37,6027537907,740675,2536950,26,1083,3387,30
0,static,89,3359329763,740544,2538042,35,1084,3796,30
0,static,27,8519515669,740484,2536934,18,1130,3004,30
0,static,32,8193338915,741127,2537244,6,1136,2638,30
0,static,20,6027459582,740918,2537260,15,1148,3509,30
0,static,63,6027465284,742043,2536450,33,1150,3690,30
0,static,67,6027489581,741458,2535305,27,1155,2624,30
0,static,30,6027538309,740675,2536940,34,1160,2528,30
0,static,76,6029952362,742101,2537512,33,1175,4019,30
0,static,77,9350024343,752330,2544535,31,1175,4318,30
0,static,43,8356358835,751817,2549642,26,1182,2716,30
0,static,25,6027357144,740730,2536043,25,1185,3933,30
0,static,74,6027477083,742014,2536995,22,1198,3529,30
0,static,34,6027544095,740628,2537260,23,1219,5062,30
0,static,85,2610564939,743124,2552333,4,1227,3678,30
0,static,17,6027547456,741012,2537660,22,1228,4017,30
0,static,94,6027515675,741998,2536758,30,1247,4944,30
0,static,21,6027482486,740070,2536547,0,1267,2334,30
0,static,62,2610558087,742889,2551794,14,1270,2996,30
0,static,28,6027451514,740525,2537085,11,1275,4208,30
0,static,36,6027483188,740129,2537148,39,1275,4175,30
0,static,22,6027483082,739282,2537394,29,1277,4778,30
0,static,26,6027489198,740894,2536003,16,1290,3601,30
0,static,18,8283854220,741069,2536785,10,1300,3613,30
0,static,23,8519515665,740660,2536901,17,1302,3934,30
0,static,52,3398347165,746051,2550373,17,1320,4338,30
0,static,54,1995745399,739372,2546571,23,1334,4332,30
0,static,33,6027489210,740941,2536031,14,1391,5433,30
0,static,71,8564109961,752926,2551280,25,1400,4736,30
0,static,65,2180774872,753303,2539188,21,1415,3753,30
0,static,84,9211451900,752302,2551538,36,1422,4134,30
0,static,81,5261456425,735928,2548693,3,1484,2807,30
0,static,80,6364243180,732903,2542114,22,1575,3662,30
0,static,88,9555558900,739560,2550391,18,1596,4196,30
0,static,6,4719624113,734274,2548949,30,1613,4225,30
0,static,98,8519394712,754542,2536842,11,1618,3741,30
0,static,91,8519394526,755274,2536132,1,1650,2980,30
0,static,4,7086158514,734257,2549156,28,1672,3125,30
0,static,13,7086158556,734282,2549220,5,1672,2988,30
0,static,1,1184931594,733941,2548798,1,1678,5082,30
0,static,87,4343559523,739826,2549947,28,1683,5836,30
0,static,11,7081966171,734967,2548541,36,1685,3232,30
0,static,2,1184931300,734181,2548743,26,1694,4401,30
0,static,16,7081966178,734908,2548741,23,1694,2782,30
0,static,8,7081998536,734808,2549654,10,1763,4188,30
0,static,86,9289309480,731952,2544889,23,1783,3021,30
0,static,5,1184981246,734025,2549221,29,1816,3530,30
0,static,10,7069852562,734434,2548361,26,1866,4292,30
0,static,3,1184931397,733899,2548772,2,1870,3190,30
0,static,7,4426054032,734820,2549097,18,1871,4615,30
0,static,15,7081966176,734981,2548653,18,1878,3346,30
0,static,9,7081966162,734638,2548839,23,1879,3184,30
0,static,41,8582865494,757935,2542454,3,1899,3222,30
0,static,12,1184980996,733732,2548884,30,1946,3040,30
0,static,99,8582683526,760479,2533294,18,2724,5043,30
8,add,38,8223739241,739601,2534546,14,1405,2740,30
111,remove,63,6027465284,742043,2536450,33,1150,3690,30
112,add,24,6193838541,740836,2535795,24,1306,3491,30
126,remove,42,2956313819,747129,2538843,16,941,3654,30
