rc105

capacity,speed
200,10

ind,osmid,XCoord,YCoord,demand,ready_time,due_time,service_time
0,5227240334,745154,2543668,0,0,1000000,0
1,8283002454,740687,2536607,38,1236,1917,30
2,6027484963,740803,2535931,20,1350,1917,30
3,8519515668,740621,2536940,26,1190,1584,30
4,8519515664,740659,2536943,34,1121,1896,30
5,6029932575,741518,2536857,23,1139,1500,30
6,6027423847,741488,2536757,27,1029,1548,30
7,6027537485,741068,2536964,38,1160,1496,30
8,6027538950,740667,2537657,18,1153,1535,30
9,6027483070,739678,2537665,26,1388,1947,30
10,6027484370,740925,2536028,39,1165,1767,30
11,8283002455,740683,2536629,17,1257,1595,30
12,8283846711,741063,2536664,23,1077,1380,30
13,6027482047,740145,2537069,2,1244,1961,30
14,6027483187,739828,2536938,32,1187,1607,30
15,6027335073,740856,2536142,21,1154,1991,30
16,6027458154,741017,2537606,20,1171,1820,30
17,6027524686,740765,2536662,29,1086,2075,30
18,8264033982,740617,2537240,14,1325,1850,30
19,8519394493,755476,2536216,0,1896,2247,30
20,5227300591,752494,2536953,24,1370,1682,30
21,5227300577,752232,2536513,30,1459,1830,30
22,8477544686,756336,2537043,24,1780,2333,30
23,4950029906,756183,2535982,12,1801,2546,30
24,8519394628,754949,2535803,27,1836,2543,30
25,8519394671,755064,2536327,24,1705,2070,30
26,5227306292,753063,2537616,31,1341,1683,30
27,8519394515,755029,2536126,3,1655,2412,30
28,8519394547,755540,2536365,12,1594,2088,30
29,8519394492,755674,2536208,30,1889,2605,30
30,5227300656,753538,2536588,25,1561,2350,30
31,8519391585,754301,2536252,35,1672,2120,30
32,8585695797,753515,2536314,32,1390,1768,30
33,8519394684,754574,2536423,0,1578,1881,30
34,8519391586,754383,2536235,20,1534,2331,30
35,8519394660,755122,2536509,32,1688,2029,30
36,8477544685,756408,2537053,8,1754,2703,30
37,7794250833,740312,2539441,24,823,1372,30
38,7794250875,739993,2539415,19,849,1243,30
39,3035344057,742500,2547340,17,839,1579,30
40,8866555946,751085,2550424,22,1291,1890,30
41,5227095555,749365,2540423,18,821,1174,30
42,8599537358,754364,2550466,21,1401,1964,30
43,8790026462,735246,2550667,17,1517,2401,30
44,9177508359,748378,2549926,25,833,1450,30
45,5734867897,744774,2546494,13,466,783,30
46,8825468064,754637,2549405,24,1510,2304,30
47,705893592,733936,2537355,16,2232,2633,30
48,7149130831,744100,2546183,34,514,1159,30
49,8866506301,752206,2546935,37,1027,1620,30
50,4582769280,745097,2550957,34,1205,1623,30
51,4464272151,739548,2545889,14,996,1770,30
52,8129357579,748735,2540830,16,861,1559,30
53,4580963260,744370,2552114,18,1498,1819,30
54,8589262648,759726,2536728,12,2591,3107,30
55,4083158640,733694,2542133,37,1576,2160,30
56,7983036598,742108,2540908,39,822,1637,30
57,8530630243,753616,2541722,15,1216,2149,30
58,6027471627,739128,2536991,26,1361,1814,30
59,7794227771,741608,2538381,16,897,1259,30
60,4547642934,743138,2539047,18,740,1290,30
61,7353050897,734917,2548295,38,1838,2534,30
62,8524589575,734847,2541420,5,1498,2117,30
63,8866500614,752842,2546883,20,1285,2002,30
64,5814541402,749433,2550152,18,962,1616,30
65,8958638216,737807,2550022,37,1365,2278,30
66,8293663946,743480,2539797,32,853,1248,30
67,3768960944,746984,2548570,11,941,1570,30
68,6174364928,742053,2541932,36,495,841,30
69,710899680,740622,2545191,28,883,1796,30
70,5227300590,752649,2536727,18,1384,2010,30
71,9109706349,732988,2543379,27,1531,2390,30
72,7793680513,740935,2537966,35,984,1473,30
73,706174360,740133,2545514,6,1049,1471,30
74,8563847538,754354,2549452,19,1216,1911,30
75,5229674717,740669,2546284,21,1121,1772,30
76,8532627232,748701,2543127,20,639,1332,30
77,7793683613,740832,2538784,28,842,1249,30
78,5227345306,747279,2536963,11,883,1673,30
79,710899400,740635,2545510,30,778,1269,30
80,5261456438,735961,2548163,27,1632,2900,30
81,5223315424,753828,2539814,8,1259,2055,30
82,8519394534,755278,2536460,11,1618,2440,30
83,5232263535,750888,2535868,28,1637,2046,30
84,5227126985,750302,2540809,27,933,1559,30
85,5232211976,754343,2535733,11,1808,2480,30
86,6027471369,742113,2536944,9,1080,1446,30
87,5227105679,751379,2543561,32,833,1415,30
88,8519394719,755005,2536854,38,1569,2096,30
89,1181523920,738009,2542125,22,1194,2097,30
90,4950030136,754068,2541748,1,1361,2081,30
91,7794228001,741224,2537972,22,1144,1811,30
92,3018565746,737004,2544402,19,1326,2154,30
93,8582865542,758255,2543489,35,1807,3001,30
94,2117205729,732703,2543804,15,1757,2725,30
95,8567221252,750609,2551703,39,1082,1596,30
96,710899325,740951,2545454,2,626,1350,30
97,8979242040,745492,2549818,35,1391,2486,30
98,1183426041,736859,2543182,22,1042,2128,30
99,4544908597,735170,2544480,15,1199,1890,30
100,6027418638,739944,2535600,31,1497,2195,30
