c105

capacity,speed
200,10

ind,osmid,XCoord,YCoord,demand,ready_time,due_time,service_time
0,5227240334,745154,2543668,0,0,1000000,0
1,8296115656,738200,2536686,20,1311,2252,30
2,8219776909,737579,2537839,10,1217,1677,30
3,6027471297,739051,2536982,10,1198,2416,30
4,6027507153,739850,2536138,10,1272,2055,30
5,3649201535,737149,2536966,10,1494,2027,30
6,6027489093,739234,2534738,10,1486,1937,30
7,8219826773,737726,2537507,10,1313,2150,30
8,6027469808,739258,2536943,10,1215,2493,30
9,6027488235,738902,2534419,10,1484,2493,30
10,6027495683,738737,2534034,10,1527,2982,30
11,6027491214,739562,2536074,10,1240,1991,30
12,8219826776,737779,2537159,10,1224,1731,30
13,6027469097,739320,2536901,10,1146,1638,30
14,6027469099,739301,2536835,10,1196,2192,30
15,6027483978,738924,2537028,10,1246,2266,30
16,6027489858,739371,2534802,10,1448,2085,30
17,8575365195,739982,2535921,10,1355,1842,30
18,6027503594,739758,2536041,10,1336,2464,30
19,8256951104,739250,2537169,10,1163,2112,30
20,1994612855,733510,2544293,30,1545,1960,30
21,4910265351,732279,2543150,30,1600,2579,30
22,4774878657,731923,2543958,20,1666,2533,30
23,2117269409,732686,2543809,20,1549,2032,30
24,2117269362,733203,2544172,20,1528,1947,30
25,4544948148,733850,2544648,20,1511,2269,30
26,2003582622,733288,2542973,20,1467,1906,30
27,2117205734,732570,2543341,20,1500,2303,30
28,4544904126,732061,2543761,20,1552,2558,30
29,8482905113,749806,2540041,30,766,1583,30
30,5227300650,753207,2536759,30,1345,1821,30
31,5227292349,749459,2536906,30,1105,1827,30
32,5227292341,749540,2536624,30,1004,1872,30
33,8067231609,749054,2538910,30,861,1338,30
34,8067231605,749039,2538886,20,815,1234,30
35,8585695801,753626,2536117,10,1572,2254,30
36,5227314474,751891,2537647,10,1287,1809,30
37,5227306293,753179,2537745,10,1312,2118,30
38,4380457229,755526,2542403,30,1294,1731,30
39,6183603568,753759,2543899,30,1178,1843,30
40,4950030183,755054,2542024,30,1273,1946,30
41,4950030147,755097,2542646,30,1289,2605,30
42,2353406378,755941,2542527,30,1469,2532,30
43,8507253168,754892,2542666,20,1334,2051,30
44,6183603573,753826,2544168,10,1255,1658,30
45,6183540560,756651,2543966,10,1610,2093,30
46,6183603801,754024,2544129,10,1267,2623,30
47,5759258780,737370,2541458,30,1120,1866,30
48,5958994994,739032,2541730,30,1055,1990,30
49,4083275064,738703,2542687,30,952,1414,30
50,5759258410,739496,2541377,30,920,1809,30
51,1181523920,738009,2542125,30,916,1765,30
52,1223145987,738198,2542880,20,901,1722,30
53,1223146084,738270,2543075,10,943,1555,30
54,8259409039,737383,2542439,10,1126,1495,30
55,1183403359,739724,2541164,10,870,1341,30
56,8582865317,756836,2538373,30,2007,3265,30
57,8582969203,758810,2537649,30,2174,2627,30
58,7054203075,757934,2538210,20,2104,3140,30
59,8567027637,758386,2535579,20,2213,2624,30
60,8566987775,758529,2535649,20,2243,2984,30
61,8582844113,757157,2538623,20,2036,3463,30
62,8567027643,757860,2536389,20,2259,2919,30
63,7054203032,757868,2537104,20,2093,3015,30
64,7052554917,759449,2539358,20,1960,3641,30
65,6027416948,743047,2536631,30,997,2073,30
66,8062063076,743351,2536090,30,1115,2220,30
67,6031304652,742918,2536721,30,1022,1377,30
68,5227345253,745390,2537450,30,930,1798,30
69,4823434124,745198,2536501,30,993,2246,30
70,6031304657,743017,2536761,20,959,1403,30
71,9499684689,743065,2536724,10,1051,1527,30
72,6027542750,743114,2537109,10,943,1391,30
73,5227328693,744959,2537140,10,964,2271,30
74,4950043844,753106,2549141,30,1178,2084,30
75,5234633385,755021,2550091,30,1314,1788,30
76,8599512296,754129,2550678,20,1332,2384,30
77,8599537341,754089,2550387,20,1326,1689,30
78,8825468057,754679,2549315,20,1346,2343,30
79,8599537375,754233,2550661,20,1442,2519,30
80,8599537368,754121,2550630,20,1449,2548,30
81,9440300843,754856,2549592,20,1374,2077,30
82,7816673509,754847,2550036,20,1291,1789,30
83,7572060257,733831,2547173,30,1751,2459,30
84,5261456312,735922,2548706,30,1448,1860,30
85,7685129391,734043,2547123,30,1678,2413,30
86,9097015879,735983,2547384,30,1561,2274,30
87,9161991560,734928,2547232,20,1540,1984,30
88,279960934,736392,2548110,20,1453,2307,30
89,7353050961,735256,2547886,20,1552,2042,30
90,9459546309,734542,2547211,10,1577,2688,30
91,7572059866,733788,2547205,10,1703,2530,30
92,2245967717,745083,2551641,30,1373,2269,30
93,8614237569,745784,2549847,30,1429,2415,30
94,4649761387,745168,2551625,30,1297,1808,30
95,3221340894,744651,2550708,30,1343,1705,30
96,6360186993,744938,2550394,30,1332,2495,30
97,2618115827,745144,2551385,20,1370,2988,30
98,2610880889,745229,2551811,10,1460,2112,30
99,9197206556,746267,2550450,10,1366,1827,30
100,2540493213,744978,2550833,10,1325,1875,30
