r203

capacity,speed
1000,10

ind,osmid,XCoord,YCoord,demand,ready_time,due_time,service_time
0,5227240334,745154,2543668,0,0,1000000,0
1,9350629645,739863,2546342,10,877,2520,30
2,6670060361,746524,2539570,29,689,4142,30
3,8599537431,753986,2550762,27,1319,3690,30
4,8321089072,745112,2546291,22,415,1925,30
5,2538631575,743662,2549950,18,1158,2240,30
6,8592177800,743993,2541998,21,361,3555,30
7,4338139028,743577,2548776,37,720,3149,30
8,5227140258,746763,2540401,28,607,3431,30
9,6183339275,756793,2544559,15,1599,3631,30
10,5224426201,744839,2553601,19,1522,3352,30
11,5814541387,749498,2550248,32,869,2325,30
12,8517653039,747557,2537562,4,1016,3472,30
13,4427680726,735214,2549140,29,1760,4924,30
14,9176010700,752011,2551573,30,1422,3858,30
15,9520654818,736738,2546528,17,1176,3176,30
16,5227314431,752789,2538047,15,1163,3545,30
17,9109706429,733010,2543342,33,1449,2709,30
18,4427670176,734948,2549260,38,1687,4456,30
19,4303022093,738061,2549535,28,1542,3861,30
20,9358504823,739057,2548129,4,1004,2054,30
21,6342573119,751194,2547150,0,935,3974,30
22,4547616903,741748,2540060,5,750,3251,30
23,5488876180,735490,2543733,20,1345,3136,30
24,4548064986,746136,2538802,6,767,2802,30
25,9197206784,754154,2546780,28,1299,3317,30
26,9229510782,735391,2547676,32,1604,5332,30
27,4353492255,730710,2546179,17,1688,2752,30
28,6027555185,742792,2537356,11,1055,4942,30
29,5958994999,738892,2540480,0,1056,3462,30
30,9106714831,735903,2546426,0,1398,3295,30
31,8477544685,756408,2537053,12,1658,3871,30
32,2956329618,744205,2538646,33,682,3748,30
33,5372451604,743021,2539117,32,846,1997,30
34,1183335460,737201,2538707,27,1287,3443,30
35,8532627232,748701,2543127,26,460,4858,30
36,4084845841,749490,2546908,18,621,2861,30
37,5223207903,733870,2541522,17,1477,2937,30
38,8418360539,731365,2544107,24,1703,4803,30
39,4380457393,754991,2544193,16,1320,3785,30
40,1682325727,735716,2538845,11,1538,2651,30
41,5229674725,740640,2546353,24,974,4889,30
42,5958995009,742295,2540099,29,774,2297,30
43,8602388512,746951,2538805,2,811,3599,30
44,8510638166,744682,2536351,38,1052,2519,30
45,7149130833,744081,2546200,17,437,1610,30
46,5314989563,742497,2543504,23,546,1970,30
47,6027538309,740675,2536940,38,1140,3090,30
48,4580980196,742716,2550770,24,1179,2289,30
49,8406307431,742079,2539302,23,887,2057,30
50,1209269892,735853,2544668,21,1247,4711,30
51,8367321921,743479,2539572,26,730,2803,30
52,9571938515,745069,2553677,0,1506,3921,30
53,1183403440,740825,2542252,20,788,3445,30
54,4638394742,736287,2550260,2,1571,2856,30
55,8461601256,756241,2546911,8,1532,2649,30
56,5261426450,731979,2550204,27,2086,3387,30
57,6031304269,742674,2537090,9,1003,2207,30
58,4581552692,745176,2550425,16,1338,4097,30
59,8540156289,735332,2542418,7,1385,3989,30
60,6173467427,732928,2540665,4,1468,3018,30
61,7165290254,733629,2551145,26,1864,3237,30
62,5223312002,750275,2553358,32,1372,4547,30
63,5261456293,736341,2547359,19,1499,3368,30
64,5223207713,739512,2540349,4,974,5398,30
65,4950030163,754661,2541705,2,1335,3524,30
66,4577443860,743148,2550682,5,1175,3347,30
67,8354359378,742742,2538700,19,891,4611,30
68,6175104644,738068,2546199,18,995,3319,30
69,2129496554,743440,2538172,26,848,3231,30
70,8081634617,745454,2539506,33,621,1926,30
71,7794228323,740820,2539008,7,1022,2184,30
72,8259676753,733351,2550591,10,1830,3415,30
73,2324467094,731292,2545058,0,1733,3704,30
74,8524660983,733500,2544278,16,1449,2952,30
75,1184931586,734642,2549666,5,1715,3084,30
76,5227328373,746175,2538362,19,779,2336,30
77,8532646147,749316,2544237,33,714,3048,30
78,8393908617,743422,2538133,13,859,2171,30
79,5734867876,744388,2546210,38,466,1792,30
80,8571882846,740088,2545739,6,750,3832,30
81,4638394101,739300,2550480,11,1364,3723,30
82,2956313800,743680,2538623,20,892,3890,30
83,3018565795,736805,2544127,11,1180,3945,30
84,2702871408,738204,2545946,1,1077,2172,30
85,1181562717,737369,2541671,36,1079,3062,30
86,5076687641,732858,2543083,22,1499,2596,30
87,4450606271,745421,2552330,7,1384,2461,30
88,5229634971,742775,2547044,9,722,3023,30
89,4339078648,743280,2546895,15,552,4525,30
90,4084693434,738879,2543145,23,837,1950,30
91,8866545910,751095,2546698,28,971,3517,30
92,8282274569,745327,2539942,30,525,1696,30
93,4343559276,741993,2546440,8,720,2633,30
94,7234419829,745670,2546716,29,355,1711,30
95,2117269424,733323,2544007,38,1445,4161,30
96,9424528960,740408,2547302,8,930,2365,30
97,1181562644,738029,2541208,19,1034,3225,30
98,6027547587,741072,2537351,18,1062,4056,30
99,5261426452,732064,2550349,39,2087,4769,30
100,5064795126,745820,2541338,31,497,4146,30
