r101

capacity,speed
200,10

ind,osmid,XCoord,YCoord,demand,ready_time,due_time,service_time
0,5227240334,745154,2543668,0,0,1000000,0
1,8278617456,740805,2543046,35,809,1203,30
2,9350028811,739956,2546683,11,1037,1776,30
3,8257685799,753971,2539396,30,1533,2715,30
4,5325512312,731641,2545468,19,1671,2352,30
5,4299327725,748002,2538586,22,958,1343,30
6,4303022362,738678,2550171,15,1379,2212,30
7,2956085345,750055,2539133,17,930,1369,30
8,8589529731,740469,2538823,25,1046,1416,30
9,5315933053,747381,2549795,4,950,1783,30
10,2098770337,740286,2542503,16,897,1680,30
11,1199443027,742376,2551371,17,1294,2267,30
12,5227733508,748478,2549856,26,974,1527,30
13,6031305201,742693,2537283,2,1036,1379,30
14,8329283503,739423,2543196,24,967,1297,30
15,8067231587,749174,2539779,13,812,1658,30
16,8564109959,752645,2551397,9,1453,1894,30
17,5958544184,742707,2541678,13,442,808,30
18,4305993456,741976,2542853,9,596,1039,30
19,6183603561,753850,2544013,4,1188,2061,30
20,7794254085,740260,2539315,30,840,1522,30
21,4411633124,743071,2550641,25,1131,1659,30
22,706174360,740133,2545514,19,878,1536,30
23,5369772271,743653,2537872,20,891,1247,30
24,9197206734,753456,2547497,6,1241,1673,30
25,8663730324,743785,2552317,19,1371,2584,30
26,4343558744,734573,2534175,12,1984,2689,30
27,1184982272,733847,2548527,9,1712,2465,30
28,9195216255,746748,2549137,19,763,1394,30
29,5227328724,745020,2537056,14,1052,1653,30
30,8599537385,754160,2550561,21,1368,2492,30
31,5734868347,744040,2544635,22,398,836,30
32,1223146033,738220,2542941,28,1030,1431,30
33,4623746387,744277,2551990,7,1395,2006,30
34,5227317281,746464,2537846,19,883,1681,30
35,4607198304,755676,2550600,22,1369,2128,30
36,7793680491,740870,2538528,23,991,1579,30
37,4083223965,736757,2543442,4,1174,2613,30
38,4547642532,740448,2539108,8,994,1406,30
39,4934264959,743119,2552353,10,1390,1928,30
40,3768632433,748859,2541643,23,557,860,30
41,1183403055,741288,2542996,14,719,1403,30
42,6027491214,739562,2536074,19,1290,1625,30
43,8129357511,747839,2540935,13,606,1055,30
44,8425531186,740069,2547817,16,903,1894,30
45,8050995732,744407,2551152,1,1256,1673,30
46,627275680,747059,2549814,1,871,1555,30
47,5227105665,751649,2543410,14,854,1277,30
48,4423357224,736269,2548542,32,1305,1660,30
49,7113442019,730892,2550016,12,2160,2485,30
50,8519480200,743490,2536546,27,1113,1676,30
51,6027550267,742317,2537792,27,903,2057,30
52,8519480152,740750,2535517,8,1193,1927,30
53,7793683629,740641,2538609,5,1013,1389,30
54,7100569512,730841,2550025,13,2085,2585,30
55,4380457515,755693,2545255,27,1437,2085,30
56,8592177789,743738,2542373,9,316,661,30
57,8278617473,740193,2543399,24,770,1293,30
58,5227300590,752649,2536727,8,1366,2334,30
59,2610564906,743040,2552262,24,1396,1871,30
60,2610877789,745686,2552364,10,1509,2015,30
61,8690549498,755000,2540231,15,1461,1788,30
62,6401582459,758011,2543627,32,1848,2566,30
63,7793684165,738202,2539101,33,1055,1811,30
64,2610877770,745535,2552496,36,1582,2721,30
65,6027539511,740669,2537260,14,1065,1669,30
66,3018899763,738359,2548279,39,1131,1440,30
67,2605774913,743622,2551599,34,1288,2089,30
68,7256598699,754271,2549800,21,1241,2063,30
69,5318117030,737550,2543260,38,1046,1423,30
70,5227140252,746691,2541073,39,625,951,30
71,6027489196,739982,2535281,26,1394,2202,30
72,6027472175,741966,2537468,33,1058,2026,30
73,5232211585,755353,2535063,12,1922,3081,30
74,6027546359,742313,2537122,26,1000,1512,30
75,8524589579,736704,2543521,39,1178,1669,30
76,2180774875,753450,2539230,19,1277,1590,30
77,7153097278,738490,2542524,37,884,1298,30
78,9231699834,734808,2548721,15,1686,2618,30
79,4966388746,736512,2544063,17,1230,1775,30
80,5227262170,742696,2540889,9,502,1411,30
81,4411649323,743282,2549860,28,1207,1630,30
82,8523560228,742365,2537452,28,929,1234,30
83,9555559571,742053,2550638,11,1296,1697,30
84,5227783386,749111,2550103,37,1037,1455,30
85,5227298707,749547,2537098,27,1010,1835,30
86,8582401671,751126,2540585,8,982,1532,30
87,1995745350,739655,2546001,23,813,1504,30
88,8614126638,743278,2550101,35,1123,2075,30
89,8517653039,747557,2537562,8,969,1508,30
90,8519391540,754279,2537023,24,1423,2176,30
91,8589262617,760132,2536449,10,2396,3365,30
92,5229723470,742964,2548244,21,796,1797,30
93,705893646,733834,2537585,11,2139,3574,30
94,5369742590,744233,2537669,17,956,1316,30
95,710900166,741438,2545395,28,707,1345,30
96,2956313755,745092,2538693,39,756,1175,30
97,8519394593,755526,2536841,38,1653,2510,30
98,9419872662,737908,2547931,21,1270,1804,30
99,7052554850,758740,2539650,4,1897,2661,30
100,3983060933,735536,2543418,19,1166,1650,30
